Ordem	Plot	Epoca 	plot_name	Acession_name	bloco	plant_number	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q18	Q19	Q20	Q21	Q22	Q23	Q24	NM	NP
1070	1	3	BGM-1511.3.1.5	BGM-1511	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1071	2	3	2011-34-69.3.1.1	2011-34-69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
1072	2	3	2011-34-69.3.1.2	2011-34-69	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.05	8
1073	2	3	2011-34-69.3.1.3	2011-34-69	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1074	2	3	2011-34-69.3.1.4	2011-34-69	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1075	2	3	2011-34-69.3.1.5	2011-34-69	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1076	3	3	BGM-0707.3.1.1	BGM-0707	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1077	3	3	BGM-0707.3.1.2	BGM-0707	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1078	3	3	BGM-0707.3.1.3	BGM-0707	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1079	3	3	BGM-0707.3.1.4	BGM-0707	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1080	3	3	BGM-0707.3.1.5	BGM-0707	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1081	4	3	BGM-1128.3.1.1	BGM-1128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1082	4	3	BGM-1128.3.1.2	BGM-1128	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1083	4	3	BGM-1128.3.1.3	BGM-1128	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1084	4	3	BGM-1128.3.1.4	BGM-1128	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1085	4	3	BGM-1128.3.1.5	BGM-1128	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1086	5	3	BRS-Formosa.3.1.1	BRS-Formosa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1087	5	3	BRS-Formosa.3.1.2	BRS-Formosa	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1088	5	3	BRS-Formosa.3.1.3	BRS-Formosa	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1089	5	3	BRS-Formosa.3.1.4	BRS-Formosa	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1090	5	3	BRS-Formosa.3.1.5	BRS-Formosa	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	6	3	BRS-Verdinha.3.1.1	BRS-Verdinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1092	6	3	BRS-Verdinha.3.1.2	BRS-Verdinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	6	3	BRS-Verdinha.3.1.3	BRS-Verdinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	3	0	0	0	0	0	0.45	162
1094	6	3	BRS-Verdinha.3.1.4	BRS-Verdinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	6	3	BRS-Verdinha.3.1.5	BRS-Verdinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1096	7	3	Eucalipto.3.1.1	Eucalipto	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	7	3	Eucalipto.3.1.2	Eucalipto	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1098	7	3	Eucalipto.3.1.3	Eucalipto	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1099	7	3	Eucalipto.3.1.4	Eucalipto	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1100	7	3	Eucalipto.3.1.5	Eucalipto	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101	8	3	BRS-Tapioqueira.3.1.1	BRS-Tapioqueira	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0.36	176
1102	8	3	BRS-Tapioqueira.3.1.2	BRS-Tapioqueira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1103	8	3	BRS-Tapioqueira.3.1.3	BRS-Tapioqueira	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	3	0	3	0	0	3	0	3	0	0.77	262
1104	8	3	BRS-Tapioqueira.3.1.4	BRS-Tapioqueira	1	4	0	0	0	0	1	0	0	0	1	0	0	1	0	0	3	3	0	0	3	0	3	0	3	0	0.82	284
1105	8	3	BRS-Tapioqueira.3.1.5	BRS-Tapioqueira	1	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	3	0	3	0	3	0	0.68	204
1106	9	3	BRS-NovoHorizonte.3.1.1	BRS-NovoHorizonte	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107	9	3	BRS-NovoHorizonte.3.1.2	BRS-NovoHorizonte	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	9	3	BRS-NovoHorizonte.3.1.3	BRS-NovoHorizonte	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	9	3	BRS-NovoHorizonte.3.1.4	BRS-NovoHorizonte	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.05	4
1110	9	3	BRS-NovoHorizonte.3.1.5	BRS-NovoHorizonte	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111	10	3	BRS-Dourada.3.1.1	BRS-Dourada	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	10	3	BRS-Dourada.3.1.2	BRS-Dourada	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1113	10	3	BRS-Dourada.3.1.3	BRS-Dourada	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1114	10	3	BRS-Dourada.3.1.4	BRS-Dourada	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	10	3	BRS-Dourada.3.1.5	BRS-Dourada	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1116	11	3	BRS-Caipira.3.1.1	BRS-Caipira	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0.14	64
1117	11	3	BRS-Caipira.3.1.2	BRS-Caipira	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118	11	3	BRS-Caipira.3.1.3	BRS-Caipira	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	11	3	BRS-Caipira.3.1.4	BRS-Caipira	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.09	40
1120	11	3	BRS-Caipira.3.1.5	BRS-Caipira	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.09	34
1121	12	3	BGM-0195.3.1.1	BGM-0195	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	12	3	BGM-0195.3.1.2	BGM-0195	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	12	3	BGM-0195.3.1.3	BGM-0195	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	12	3	BGM-0195.3.1.4	BGM-0195	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	12	3	BGM-0195.3.1.5	BGM-0195	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	13	3	BRSCS-01.3.1.1	BRSCS-01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	13	3	BRSCS-01.3.1.2	BRSCS-01	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	13	3	BRSCS-01.3.1.3	BRSCS-01	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	3	0	0.55	132
1129	13	3	BRSCS-01.3.1.4	BRSCS-01	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0.32	114
1130	13	3	BRSCS-01.3.1.5	BRSCS-01	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0.27	70
1131	14	3	Corrente.3.1.1	Corrente	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	3	0	0.36	90
1132	14	3	Corrente.3.1.2	Corrente	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0.18	66
1133	14	3	Corrente.3.1.3	Corrente	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	14	3	Corrente.3.1.4	Corrente	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	14	3	Corrente.3.1.5	Corrente	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	15	3	BRS-GemadeOvo.3.1.1	BRS-GemadeOvo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0.23	78
1137	15	3	BRS-GemadeOvo.3.1.2	BRS-GemadeOvo	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	15	3	BRS-GemadeOvo.3.1.3	BRS-GemadeOvo	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0.27	54
1139	15	3	BRS-GemadeOvo.3.1.4	BRS-GemadeOvo	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0.18	68
1140	15	3	BRS-GemadeOvo.3.1.5	BRS-GemadeOvo	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0.18	72
1141	16	3	Correntao.3.1.1	Correntao	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1142	16	3	Correntao.3.1.2	Correntao	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	16	3	Correntao.3.1.3	Correntao	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144	16	3	Correntao.3.1.4	Correntao	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	16	3	Correntao.3.1.5	Correntao	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	17	3	BRS-PotiBranca.3.1.1	BRS-PotiBranca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147	17	3	BRS-PotiBranca.3.1.2	BRS-PotiBranca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	17	3	BRS-PotiBranca.3.1.3	BRS-PotiBranca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	17	3	BRS-PotiBranca.3.1.4	BRS-PotiBranca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	17	3	BRS-PotiBranca.3.1.5	BRS-PotiBranca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	18	3	BGM-1722.3.1.1	BGM-1722	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	18	3	BGM-1722.3.1.2	BGM-1722	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	18	3	BGM-1722.3.1.3	BGM-1722	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	18	3	BGM-1722.3.1.4	BGM-1722	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	18	3	BGM-1722.3.1.5	BGM-1722	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	19	3	2011-34-41.3.1.1	2011-34-41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157	19	3	2011-34-41.3.1.2	2011-34-41	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1158	19	3	2011-34-41.3.1.3	2011-34-41	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1159	19	3	2011-34-41.3.1.4	2011-34-41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1160	19	3	2011-34-41.3.1.5	2011-34-41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1161	20	3	BGM-0945.3.1.1	BGM-0945	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162	20	3	BGM-0945.3.1.2	BGM-0945	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1163	20	3	BGM-0945.3.1.3	BGM-0945	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1164	20	3	BGM-0945.3.1.4	BGM-0945	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1165	20	3	BGM-0945.3.1.5	BGM-0945	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1166	21	3	BGM-0630.3.1.1	BGM-0630	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1167	21	3	BGM-0630.3.1.2	BGM-0630	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1168	21	3	BGM-0630.3.1.3	BGM-0630	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1169	21	3	BGM-0630.3.1.4	BGM-0630	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1170	21	3	BGM-0630.3.1.5	BGM-0630	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	22	3	VassouraPreta.3.1.1	VassouraPreta	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	22	3	VassouraPreta.3.1.2	VassouraPreta	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.05	24
1173	22	3	VassouraPreta.3.1.3	VassouraPreta	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.09	28
1174	22	3	VassouraPreta.3.1.4	VassouraPreta	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0.18	68
1175	22	3	VassouraPreta.3.1.5	VassouraPreta	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	23	3	BGM-0590.3.1.1	BGM-0590	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	23	3	BGM-0590.3.1.2	BGM-0590	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1178	23	3	BGM-0590.3.1.3	BGM-0590	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0.27	66
1179	23	3	BGM-0590.3.1.4	BGM-0590	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1180	23	3	BGM-0590.3.1.5	BGM-0590	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0.32	110
1181	24	3	Salangor.3.1.1	Salangor	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	2	0	0	0	0.27	98
1182	24	3	Salangor.3.1.2	Salangor	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0.41	114
1183	24	3	Salangor.3.1.3	Salangor	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	3	0	0	3	0	3	0	0	0	0.59	210
1184	24	3	Salangor.3.1.4	Salangor	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	3	0	0	3	0	0	0	0.55	190
1185	24	3	Salangor.3.1.5	Salangor	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1186	25	3	Cigana.3.1.1	Cigana	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	3	3	0	0	0	3	0	0.68	212
1187	25	3	Cigana.3.1.2	Cigana	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	1	3	0	3	0	3	0	0.77	226
1188	25	3	Cigana.3.1.3	Cigana	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	3	0	3	0	3	0	0.73	188
1189	25	3	Cigana.3.1.4	Cigana	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	3	0	0.41	80
1190	25	3	Cigana.3.1.5	Cigana	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	3	0	0	0	0.41	108
1191	26	3	BGM-1760.3.1.1	BGM-1760	1	1	0	0	0	0	1	0	0	0	1	3	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0.55	298
1192	26	3	BGM-1760.3.1.2	BGM-1760	1	2	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	3	0	0	3	0	3	0	0.77	262
1193	26	3	BGM-1760.3.1.3	BGM-1760	1	3	0	0	1	0	0	0	1	0	3	3	0	0	3	0	0	3	0	2	0	0	3	0	0	0	0.86	444
1194	26	3	BGM-1760.3.1.4	BGM-1760	1	4	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0.45	272
1195	26	3	BGM-1760.3.1.5	BGM-1760	1	5	0	0	0	0	1	0	0	0	2	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0.55	320
1196	27	3	NegaMaluca.3.1.1	NegaMaluca	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0.36	146
1197	27	3	NegaMaluca.3.1.2	NegaMaluca	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1198	27	3	NegaMaluca.3.1.3	NegaMaluca	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1199	27	3	NegaMaluca.3.1.4	NegaMaluca	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0.23	80
1200	27	3	NegaMaluca.3.1.5	NegaMaluca	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1201	28	3	BRS-Kiriris.3.1.1	BRS-Kiriris	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	3	3	0.64	120
1202	28	3	BRS-Kiriris.3.1.2	BRS-Kiriris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	3	0	3	0	0.59	148
1203	28	3	BRS-Kiriris.3.1.3	BRS-Kiriris	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	3	0	3	0	0.59	162
1204	28	3	BRS-Kiriris.3.1.4	BRS-Kiriris	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.05	20
1205	28	3	BRS-Kiriris.3.1.5	BRS-Kiriris	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	3	0	3	0	3	0	0.73	198
1206	29	3	BGM-0598.3.1.1	BGM-0598	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	3	0	3	3	0	3	0	0	0	0.82	294
1207	29	3	BGM-0598.3.1.2	BGM-0598	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	0	3	3	0	3	3	0	0	0.91	290
1208	29	3	BGM-0598.3.1.3	BGM-0598	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	3	3	0	3	3	0	0	0.82	240
1209	29	3	BGM-0598.3.1.4	BGM-0598	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	0	3	3	0	0	0	3	0	0.68	208
1210	29	3	BGM-0598.3.1.5	BGM-0598	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	3	3	0	0	0.59	168
1211	30	3	BGM-0935.3.1.1	BGM-0935	1	1	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0.41	206
1212	30	3	BGM-0935.3.1.2	BGM-0935	1	2	0	0	0	0	0	0	1	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0.41	238
1213	30	3	BGM-0935.3.1.3	BGM-0935	1	3	0	0	0	0	0	0	1	0	2	3	0	0	3	0	3	3	0	0	3	0	0	0	0	0	0.82	412
1214	30	3	BGM-0935.3.1.4	BGM-0935	1	4	0	0	0	0	0	0	1	1	3	0	0	0	3	0	3	0	0	3	3	0	0	0	0	0	0.77	376
1215	30	3	BGM-0935.3.1.5	BGM-0935	1	5	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	158
1216	31	3	BRS-Mulatinha.3.1.1	BRS-Mulatinha	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	3	0.55	120
1217	31	3	BRS-Mulatinha.3.1.2	BRS-Mulatinha	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0.23	60
1218	31	3	BRS-Mulatinha.3.1.3	BRS-Mulatinha	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	3	0.45	104
1219	31	3	BRS-Mulatinha.3.1.4	BRS-Mulatinha	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1220	31	3	BRS-Mulatinha.3.1.5	BRS-Mulatinha	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1221	32	3	BGM-1118.3.1.1	BGM-1118	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0.32	118
1222	32	3	BGM-1118.3.1.2	BGM-1118	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.05	18
1223	32	3	BGM-1118.3.1.3	BGM-1118	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0.27	108
1224	32	3	BGM-1118.3.1.4	BGM-1118	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0.23	100
1225	32	3	BGM-1118.3.1.5	BGM-1118	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0.09	48
1226	33	3	2011-34-45.3.1.1	2011-34-45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	3	0.41	80
1227	33	3	2011-34-45.3.1.2	2011-34-45	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	0	0	0.55	162
1228	33	3	2011-34-45.3.1.3	2011-34-45	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.05	20
1229	33	3	2011-34-45.3.1.4	2011-34-45	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	3	0	3	0	0.55	134
1230	33	3	2011-34-45.3.1.5	2011-34-45	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	3	0	3	0	0.59	146
